student_id,teacher_id,hifz,muragaa,hijri_date,notes
51,1,0.0,0.0,10/03/1446,
51,1,0.0,4.0,12/03/1446,
51,1,0.0,0.0,13/03/1446,
51,1,0.0,6.0,14/03/1446,
51,1,0.0,7.0,15/03/1446,
51,1,0.0,5.0,16/03/1446,
51,1,0.0,0.0,17/03/1446,
51,1,0.0,0.0,18/03/1446,
51,1,0.0,0.0,19/03/1446,
51,1,1.0,0.0,20/03/1446,
51,1,0.0,0.0,21/03/1446,
51,1,0.5,0.0,22/03/1446,
51,1,0.0,2.0,24/03/1446,
51,1,0.0,4.0,25/03/1446,
51,1,0.0,0.0,26/03/1446,
51,1,0.0,10.0,27/03/1446,
51,1,0.0,3.0,28/03/1446,
51,1,0.0,0.0,29/03/1446,
51,1,0.0,0.0,30/03/1446,
51,1,0.0,0.0,31/03/1446,
5,1,0.0,0.0,01/03/1446,
32,2,3.0,94.0,01/03/1446,
32,2,0.0,8.0,02/03/1446,
32,2,0.0,0.0,03/03/1446,
32,2,0.0,0.0,04/03/1446,
32,2,0.5,0.0,05/03/1446,
32,2,0.0,4.0,06/03/1446,
32,2,0.5,4.0,07/03/1446,
32,2,0.0,5.0,08/03/1446,
32,2,0.0,0.0,09/03/1446,
32,2,0.0,0.0,10/03/1446,
32,2,0.0,0.0,11/03/1446,
32,2,0.5,0.0,12/03/1446,
32,2,0.0,0.0,13/03/1446,
32,2,0.5,0.0,14/03/1446,
32,2,0.5,0.0,15/03/1446,
32,2,0.0,4.0,16/03/1446,
32,2,0.0,0.0,17/03/1446,
32,2,0.0,0.0,18/03/1446,
32,2,0.0,0.0,19/03/1446,
32,2,0.5,0.0,20/03/1446,
32,2,0.0,15.0,21/03/1446,
32,2,0.0,15.0,22/03/1446,
32,2,0.0,0.0,23/03/1446,
32,2,0.0,4.0,24/03/1446,
32,2,0.0,0.0,25/03/1446,
32,2,0.0,10.0,26/03/1446,
32,2,0.0,5.0,27/03/1446,
32,2,0.0,10.0,28/03/1446,
32,2,0.0,0.0,29/03/1446,
32,2,0.0,10.0,30/03/1446,
32,2,0.0,0.0,31/03/1446,
10,2,3.5,22.0,01/03/1446,
10,2,0.0,3.0,02/03/1446,
10,2,0.0,0.0,03/03/1446,
10,2,0.0,0.0,04/03/1446,
10,2,0.0,8.0,05/03/1446,
10,2,0.0,2.0,06/03/1446,
10,2,0.0,4.0,07/03/1446,
10,2,0.5,0.0,08/03/1446,
10,2,0.0,0.0,09/03/1446,
10,2,0.5,0.0,12/03/1446,
10,2,0.0,0.0,13/03/1446,
10,2,0.5,0.0,14/03/1446,
10,2,0.5,0.0,15/03/1446,
10,2,0.0,0.0,16/03/1446,
10,2,0.0,0.0,17/03/1446,
10,2,0.0,0.0,18/03/1446,
10,2,0.0,2.0,19/03/1446,
10,2,0.0,1.0,20/03/1446,
10,2,0.0,2.0,21/03/1446,
10,2,0.0,0.0,23/03/1446,
10,2,0.5,0.0,26/03/1446,
10,2,0.5,0.0,27/03/1446,
10,2,0.0,0.0,28/03/1446,
10,2,0.0,0.0,29/03/1446,
10,2,0.5,0.0,30/03/1446,
10,2,0.0,0.0,31/03/1446,
35,2,1.0,22.0,01/03/1446,
35,2,0.0,3.0,02/03/1446,
35,2,0.0,0.0,03/03/1446,
35,2,0.5,0.0,05/03/1446,
35,2,0.0,3.0,06/03/1446,
35,2,0.0,4.0,07/03/1446,
35,2,0.0,3.0,08/03/1446,
35,2,0.0,0.0,09/03/1446,
35,2,0.0,0.0,10/03/1446,
35,2,0.0,0.0,11/03/1446,
35,2,0.5,0.0,12/03/1446,
35,2,0.0,0.0,13/03/1446,
35,2,0.0,0.0,14/03/1446,
35,2,0.0,0.0,15/03/1446,
35,2,0.0,0.0,16/03/1446,
35,2,0.0,0.0,17/03/1446,
35,2,0.0,2.0,20/03/1446,
35,2,0.0,2.0,21/03/1446,
35,2,0.0,0.0,22/03/1446,
35,2,0.0,0.0,23/03/1446,
35,2,0.0,5.0,24/03/1446,
35,2,0.0,0.0,25/03/1446,
35,2,0.0,0.0,28/03/1446,
35,2,0.0,0.0,29/03/1446,
35,2,0.0,0.0,30/03/1446,
35,2,0.0,0.0,31/03/1446,
13,2,3.5,92.0,01/03/1446,
13,2,0.0,10.0,02/03/1446,
13,2,0.0,0.0,03/03/1446,
13,2,0.0,0.0,04/03/1446,
13,2,0.5,0.0,05/03/1446,
13,2,0.0,8.0,06/03/1446,
13,2,0.0,6.0,07/03/1446,
13,2,0.5,3.0,08/03/1446,
13,2,0.0,0.0,09/03/1446,
13,2,0.0,0.0,10/03/1446,
13,2,0.0,0.0,11/03/1446,
13,2,0.0,4.0,12/03/1446,
13,2,0.0,0.0,13/03/1446,
13,2,0.5,0.0,14/03/1446,
13,2,0.5,0.0,15/03/1446,
13,2,0.5,0.0,16/03/1446,
13,2,0.0,0.0,17/03/1446,
13,2,0.0,0.0,18/03/1446,
13,2,0.5,0.0,19/03/1446,
13,2,0.0,4.0,20/03/1446,
13,2,0.0,10.0,21/03/1446,
13,2,0.0,15.0,22/03/1446,
13,2,0.0,0.0,23/03/1446,
13,2,0.0,10.0,24/03/1446,
13,2,0.0,0.0,25/03/1446,
13,2,0.5,0.0,26/03/1446,
13,2,0.0,2.0,27/03/1446,
13,2,0.0,15.0,28/03/1446,
13,2,0.0,0.0,29/03/1446,
13,2,0.0,5.0,30/03/1446,
13,2,0.0,0.0,31/03/1446,
36,2,1.5,24.0,01/03/1446,
36,2,0.0,0.0,02/03/1446,
36,2,0.0,0.0,03/03/1446,
36,2,0.0,0.0,04/03/1446,
36,2,0.0,10.0,05/03/1446,
36,2,0.0,2.0,06/03/1446,
36,2,0.0,3.0,07/03/1446,
36,2,0.0,4.0,08/03/1446,
36,2,0.0,0.0,09/03/1446,
36,2,0.0,0.0,10/03/1446,
36,2,0.0,0.0,11/03/1446,
36,2,0.0,0.0,12/03/1446,
36,2,0.0,0.0,13/03/1446,
36,2,0.0,0.0,14/03/1446,
36,2,0.0,0.0,15/03/1446,
36,2,0.0,0.0,16/03/1446,
36,2,0.0,0.0,17/03/1446,
36,2,0.0,0.0,18/03/1446,
36,2,1.0,0.0,19/03/1446,
36,2,0.0,2.0,20/03/1446,
36,2,0.5,0.0,21/03/1446,
36,2,0.0,0.0,22/03/1446,
36,2,0.0,0.0,25/03/1446,
36,2,0.0,3.0,30/03/1446,
36,2,0.0,0.0,31/03/1446,
40,2,1.0,150.0,01/03/1446,
40,2,0.0,15.0,02/03/1446,
40,2,0.0,0.0,03/03/1446,
40,2,0.0,0.0,04/03/1446,
40,2,0.0,15.0,05/03/1446,
40,2,0.0,10.0,06/03/1446,
40,2,0.0,8.0,07/03/1446,
40,2,1.0,0.0,08/03/1446,
40,2,0.0,0.0,09/03/1446,
40,2,0.0,0.0,10/03/1446,
40,2,0.0,0.0,11/03/1446,
40,2,0.0,10.0,12/03/1446,
40,2,0.0,0.0,13/03/1446,
40,2,0.0,10.0,14/03/1446,
40,2,0.0,8.0,15/03/1446,
40,2,0.0,4.0,16/03/1446,
40,2,0.0,0.0,17/03/1446,
40,2,0.0,0.0,18/03/1446,
40,2,0.0,2.0,19/03/1446,
40,2,0.0,4.0,20/03/1446,
40,2,0.0,20.0,21/03/1446,
40,2,0.0,0.0,22/03/1446,
40,2,0.0,0.0,23/03/1446,
40,2,0.0,20.0,24/03/1446,
40,2,0.0,0.0,25/03/1446,
40,2,0.0,10.0,26/03/1446,
40,2,0.0,10.0,27/03/1446,
40,2,0.0,1.0,28/03/1446,
40,2,0.0,0.0,29/03/1446,
40,2,0.0,3.0,30/03/1446,
40,2,0.0,0.0,31/03/1446,
50,2,2.5,65.0,01/03/1446,
50,2,0.0,15.0,02/03/1446,
50,2,0.0,0.0,03/03/1446,
50,2,0.0,0.0,04/03/1446,
50,2,0.5,0.0,05/03/1446,
50,2,0.0,2.0,06/03/1446,
50,2,0.5,2.0,07/03/1446,
50,2,0.5,0.0,08/03/1446,
50,2,0.0,0.0,09/03/1446,
50,2,0.0,0.0,10/03/1446,
50,2,0.0,0.0,11/03/1446,
50,2,0.0,1.0,12/03/1446,
50,2,0.0,0.0,13/03/1446,
50,2,0.5,2.0,15/03/1446,
50,2,0.0,0.0,16/03/1446,
50,2,0.0,0.0,17/03/1446,
50,2,0.0,20.0,20/03/1446,
50,2,0.0,5.0,21/03/1446,
50,2,0.0,5.0,22/03/1446,
50,2,0.0,0.0,23/03/1446,
50,2,0.0,4.0,24/03/1446,
50,2,0.0,0.0,25/03/1446,
50,2,0.0,6.0,26/03/1446,
50,2,0.5,0.0,27/03/1446,
50,2,0.0,0.0,28/03/1446,
50,2,0.0,0.0,29/03/1446,
50,2,0.0,3.0,30/03/1446,
50,2,0.0,0.0,31/03/1446,
16,2,0.0,15.0,01/03/1446,
16,2,0.0,0.0,02/03/1446,
16,2,0.0,0.0,03/03/1446,
16,2,0.0,10.0,05/03/1446,
16,2,0.0,0.0,06/03/1446,
16,2,0.0,0.0,07/03/1446,
16,2,0.0,0.0,09/03/1446,
16,2,0.0,0.0,13/03/1446,
16,2,0.0,0.0,19/03/1446,
16,2,0.0,5.0,21/03/1446,
16,2,0.0,0.0,22/03/1446,
16,2,0.0,0.0,23/03/1446,
7,2,0.5,34.0,01/03/1446,
7,2,0.0,10.0,02/03/1446,
7,2,0.0,0.0,03/03/1446,
7,2,0.0,0.0,04/03/1446,
7,2,0.5,0.0,05/03/1446,
7,2,0.0,5.0,06/03/1446,
7,2,0.0,0.0,07/03/1446,
7,2,0.0,0.0,08/03/1446,
7,2,0.0,0.0,09/03/1446,
7,2,0.0,0.0,10/03/1446,
7,2,0.0,0.0,11/03/1446,
7,2,0.0,5.0,12/03/1446,
7,2,0.0,0.0,21/03/1446,
7,2,0.0,0.0,22/03/1446,
7,2,0.0,0.0,23/03/1446,
7,2,0.0,4.0,24/03/1446,
7,2,0.0,0.0,25/03/1446,
7,2,0.0,3.0,26/03/1446,
7,2,0.0,3.0,27/03/1446,
7,2,0.0,0.0,28/03/1446,
7,2,0.0,0.0,29/03/1446,
7,2,0.0,4.0,30/03/1446,
15,2,0.0,6.0,01/03/1446,
15,2,0.0,0.0,02/03/1446,
15,2,0.0,0.0,03/03/1446,
15,2,0.0,0.0,04/03/1446,
15,2,0.0,0.0,05/03/1446,
15,2,0.0,1.0,06/03/1446,
15,2,0.0,1.0,07/03/1446,
15,2,0.0,0.0,08/03/1446,
15,2,0.0,0.0,09/03/1446,
15,2,0.0,2.0,14/03/1446,
15,2,0.0,0.0,15/03/1446,
15,2,0.0,0.0,16/03/1446,
15,2,0.0,0.0,17/03/1446,
15,2,0.0,2.0,19/03/1446,
15,2,0.0,0.0,20/03/1446,
15,2,0.0,0.0,21/03/1446,
15,2,0.0,0.0,22/03/1446,
15,2,0.0,0.0,25/03/1446,
46,2,0.5,0.0,01/03/1446,
46,2,0.0,0.0,04/03/1446,
46,2,0.5,0.0,05/03/1446,
46,2,0.0,0.0,06/03/1446,
46,2,0.0,0.0,07/03/1446,
46,2,0.0,0.0,09/03/1446,
46,2,0.0,0.0,10/03/1446,
46,2,0.0,0.0,12/03/1446,
46,2,0.0,0.0,13/03/1446,
46,2,0.0,0.0,14/03/1446,
46,2,0.0,0.0,15/03/1446,
46,2,0.0,0.0,26/03/1446,
46,2,0.0,0.0,29/03/1446,
46,2,0.0,0.0,30/03/1446,
33,2,0.0,39.0,01/03/1446,
33,2,0.0,5.0,02/03/1446,
33,2,0.0,0.0,03/03/1446,
33,2,0.0,0.0,04/03/1446,
33,2,0.0,7.0,05/03/1446,
33,2,0.0,3.0,06/03/1446,
33,2,0.0,2.0,07/03/1446,
33,2,0.0,3.0,09/03/1446,
33,2,0.0,0.0,11/03/1446,
33,2,0.0,2.0,12/03/1446,
33,2,0.0,0.0,13/03/1446,
33,2,0.0,0.0,14/03/1446,
33,2,0.0,7.0,15/03/1446,
33,2,0.0,0.0,16/03/1446,
33,2,0.0,1.0,17/03/1446,
33,2,0.0,0.0,18/03/1446,
33,2,0.0,2.0,19/03/1446,
33,2,0.0,2.0,20/03/1446,
33,2,0.0,0.0,21/03/1446,
33,2,0.0,0.0,22/03/1446,
33,2,0.0,0.0,23/03/1446,
33,2,0.0,5.0,24/03/1446,
42,2,0.5,7.0,01/03/1446,
42,2,0.0,0.0,04/03/1446,
42,2,0.5,0.0,05/03/1446,
42,2,0.0,0.0,06/03/1446,
42,2,0.0,5.0,07/03/1446,
42,2,0.0,0.0,09/03/1446,
42,2,0.0,0.0,10/03/1446,
42,2,0.0,0.0,11/03/1446,
42,2,0.0,0.0,13/03/1446,
42,2,0.0,0.0,14/03/1446,
42,2,0.0,0.0,16/03/1446,
42,2,0.0,2.0,19/03/1446,
42,2,0.0,0.0,23/03/1446,
1,2,0.0,29.0,01/03/1446,
1,2,0.0,5.0,02/03/1446,
1,2,0.0,5.0,05/03/1446,
1,2,0.0,2.0,06/03/1446,
1,2,0.0,2.0,07/03/1446,
1,2,0.0,5.0,08/03/1446,
1,2,0.0,0.0,09/03/1446,
1,2,0.0,0.0,10/03/1446,
1,2,0.0,0.0,11/03/1446,
1,2,0.0,5.0,12/03/1446,
1,2,0.0,2.0,14/03/1446,
1,2,0.0,0.0,19/03/1446,
1,2,0.0,0.0,20/03/1446,
1,2,0.0,0.0,21/03/1446,
1,2,0.0,0.0,22/03/1446,
1,2,0.0,0.0,23/03/1446,
1,2,0.0,0.0,24/03/1446,
1,2,0.0,1.0,25/03/1446,
1,2,0.0,1.0,26/03/1446,
1,2,0.0,1.0,27/03/1446,
1,2,0.0,0.0,28/03/1446,
11,2,0.0,12.0,01/03/1446,
11,2,0.0,0.0,04/03/1446,
11,2,0.0,2.0,05/03/1446,
11,2,0.0,3.0,06/03/1446,
11,2,0.0,0.0,07/03/1446,
11,2,0.0,0.0,09/03/1446,
11,2,0.0,0.0,10/03/1446,
11,2,0.0,0.0,11/03/1446,
11,2,0.0,2.0,12/03/1446,
11,2,0.0,0.0,13/03/1446,
11,2,0.0,0.0,16/03/1446,
11,2,0.0,0.0,17/03/1446,
11,2,0.0,0.0,22/03/1446,
11,2,0.0,3.0,23/03/1446,
11,2,0.0,2.0,24/03/1446,
11,2,0.0,0.0,25/03/1446,
27,2,9.0,71.0,01/03/1446,
27,2,2.0,0.0,02/03/1446,
27,2,0.0,0.0,03/03/1446,
27,2,0.0,0.0,04/03/1446,
27,2,0.0,4.0,05/03/1446,
27,2,0.0,8.0,06/03/1446,
27,2,3.0,0.0,07/03/1446,
27,2,0.0,5.0,08/03/1446,
27,2,0.0,0.0,09/03/1446,
27,2,1.0,0.0,12/03/1446,
27,2,0.0,0.0,13/03/1446,
27,2,1.0,0.0,14/03/1446,
27,2,1.0,0.0,15/03/1446,
27,2,0.0,0.0,16/03/1446,
27,2,1.0,0.0,17/03/1446,
27,2,0.0,20.0,19/03/1446,
27,2,0.0,10.0,20/03/1446,
27,2,0.0,10.0,21/03/1446,
27,2,0.0,5.0,24/03/1446,
27,2,0.0,0.0,25/03/1446,
27,2,0.0,5.0,26/03/1446,
27,2,0.0,2.0,27/03/1446,
27,2,0.0,2.0,29/03/1446,
37,2,0.0,43.0,01/03/1446,
37,2,0.0,8.0,02/03/1446,
37,2,0.0,0.0,03/03/1446,
37,2,0.0,0.0,04/03/1446,
37,2,0.0,10.0,05/03/1446,
37,2,0.0,3.0,06/03/1446,
37,2,0.0,2.0,07/03/1446,
37,2,0.0,2.0,08/03/1446,
37,2,0.0,0.0,09/03/1446,
37,2,0.0,0.0,10/03/1446,
37,2,0.0,0.0,11/03/1446,
37,2,0.0,6.0,12/03/1446,
37,2,0.0,0.0,13/03/1446,
37,2,0.0,2.0,14/03/1446,
37,2,0.0,2.0,15/03/1446,
37,2,0.0,0.0,16/03/1446,
37,2,0.0,2.0,17/03/1446,
37,2,0.0,2.0,18/03/1446,
37,2,0.0,2.0,19/03/1446,
37,2,0.0,2.0,20/03/1446,
37,2,0.0,0.0,22/03/1446,
37,2,0.0,0.0,23/03/1446,
37,2,0.0,0.0,24/03/1446,
37,2,0.0,0.0,25/03/1446,
37,2,0.0,0.0,26/03/1446,
37,2,0.0,0.0,27/03/1446,
37,2,0.0,0.0,28/03/1446,
37,2,0.0,0.0,29/03/1446,
37,2,0.0,0.0,30/03/1446,
37,2,0.0,0.0,31/03/1446,
45,2,0.0,0.0,01/03/1446,
30,2,0.0,0.0,01/03/1446,
41,2,0.0,15.0,01/03/1446,
41,2,0.0,0.0,05/03/1446,
41,2,0.0,3.0,07/03/1446,
41,2,0.0,2.0,08/03/1446,
41,2,0.0,6.0,12/03/1446,
41,2,0.0,1.0,14/03/1446,
41,2,0.0,1.0,15/03/1446,
41,2,0.0,1.0,26/03/1446,
41,2,0.0,1.0,27/03/1446,
41,2,0.0,0.0,29/03/1446,
41,2,0.0,0.0,30/03/1446,
47,2,2.0,2.0,01/03/1446,
47,2,0.5,0.0,02/03/1446,
47,2,0.0,0.0,03/03/1446,
47,2,0.0,0.0,05/03/1446,
47,2,0.0,1.0,06/03/1446,
47,2,0.0,0.0,07/03/1446,
47,2,0.0,1.0,08/03/1446,
47,2,0.0,0.0,09/03/1446,
47,2,0.0,0.0,12/03/1446,
47,2,0.0,0.0,13/03/1446,
47,2,0.5,0.0,14/03/1446,
47,2,0.5,0.0,15/03/1446,
47,2,0.0,0.0,16/03/1446,
47,2,0.0,0.0,17/03/1446,
47,2,0.5,0.0,19/03/1446,
47,2,0.0,0.0,21/03/1446,
47,2,0.0,0.0,26/03/1446,
47,2,0.0,0.0,28/03/1446,
47,2,0.0,0.0,29/03/1446,
19,2,0.0,8.0,01/03/1446,
19,2,0.0,0.0,03/03/1446,
19,2,0.0,0.0,05/03/1446,
19,2,0.0,2.0,06/03/1446,
19,2,0.0,2.0,07/03/1446,
19,2,0.0,1.0,08/03/1446,
19,2,0.0,0.0,09/03/1446,
19,2,0.0,0.0,10/03/1446,
19,2,0.0,1.0,12/03/1446,
19,2,0.0,0.0,16/03/1446,
19,2,0.0,0.0,17/03/1446,
19,2,0.0,2.0,22/03/1446,
19,2,0.0,0.0,25/03/1446,
39,2,0.0,0.0,01/03/1446,
39,2,0.0,0.0,02/03/1446,
39,2,0.0,0.0,03/03/1446,
39,2,0.0,0.0,04/03/1446,
39,2,0.0,0.0,05/03/1446,
39,2,0.0,0.0,06/03/1446,
39,2,0.0,0.0,07/03/1446,
39,2,0.0,0.0,08/03/1446,
39,2,0.0,0.0,09/03/1446,
39,2,0.0,0.0,10/03/1446,
39,2,0.0,0.0,12/03/1446,
39,2,0.0,0.0,14/03/1446,
39,2,0.0,0.0,15/03/1446,
39,2,0.0,0.0,16/03/1446,
39,2,0.0,0.0,17/03/1446,
39,2,0.0,0.0,19/03/1446,
39,2,0.0,0.0,20/03/1446,
39,2,0.0,0.0,21/03/1446,
39,2,0.0,0.0,22/03/1446,
39,2,0.0,0.0,26/03/1446,
39,2,0.0,0.0,27/03/1446,
39,2,0.0,0.0,28/03/1446,
39,2,0.0,0.0,29/03/1446,
39,2,0.0,0.0,30/03/1446,
44,4,0.0,23.0,01/03/1446,
44,4,0.0,5.0,02/03/1446,
44,4,0.0,0.0,03/03/1446,
44,4,0.0,0.0,04/03/1446,
44,4,0.0,3.0,05/03/1446,
44,4,0.0,0.0,06/03/1446,
44,4,0.0,0.0,07/03/1446,
44,4,0.0,0.0,08/03/1446,
44,4,0.0,0.0,09/03/1446,
44,4,0.0,0.0,10/03/1446,
44,4,0.0,0.0,11/03/1446,
44,4,0.0,5.0,12/03/1446,
44,4,0.0,0.0,13/03/1446,
44,4,0.0,0.0,14/03/1446,
44,4,0.0,0.0,16/03/1446,
44,4,0.0,0.0,17/03/1446,
44,4,0.0,0.0,18/03/1446,
44,4,0.0,0.0,19/03/1446,
44,4,0.0,5.0,20/03/1446,
44,4,0.0,5.0,21/03/1446,
44,4,0.0,0.0,22/03/1446,
44,4,0.0,0.0,23/03/1446,
44,4,0.0,0.0,25/03/1446,
44,4,0.0,0.0,26/03/1446,
44,4,0.0,0.0,27/03/1446,
44,4,0.0,0.0,28/03/1446,
44,4,0.0,0.0,29/03/1446,
44,4,0.0,0.0,30/03/1446,
44,4,0.0,0.0,31/03/1446,
2,4,2.0,32.0,01/03/1446,
2,4,0.0,0.0,02/03/1446,
2,4,0.0,0.0,03/03/1446,
2,4,0.0,0.0,04/03/1446,
2,4,0.0,0.0,06/03/1446,
2,4,0.0,7.0,08/03/1446,
2,4,0.0,0.0,09/03/1446,
2,4,0.0,0.0,10/03/1446,
2,4,0.0,0.0,11/03/1446,
2,4,0.0,5.0,12/03/1446,
2,4,0.0,0.0,13/03/1446,
2,4,0.0,0.0,15/03/1446,
2,4,0.0,4.0,16/03/1446,
2,4,0.0,0.0,17/03/1446,
2,4,0.0,0.0,18/03/1446,
2,4,0.0,4.0,19/03/1446,
2,4,0.5,0.0,20/03/1446,
2,4,0.0,4.0,21/03/1446,
2,4,0.0,2.0,22/03/1446,
2,4,0.0,0.0,23/03/1446,
2,4,0.0,2.0,24/03/1446,
2,4,0.0,0.0,25/03/1446,
2,4,0.5,0.0,26/03/1446,
2,4,0.5,0.0,27/03/1446,
2,4,0.5,0.0,28/03/1446,
2,4,0.0,4.0,29/03/1446,
2,4,0.0,0.0,30/03/1446,
2,4,0.0,0.0,31/03/1446,
6,4,0.0,5.0,01/03/1446,
6,4,0.0,0.0,09/03/1446,
6,4,0.0,0.0,12/03/1446,
6,4,0.0,0.0,14/03/1446,
6,4,0.0,0.0,16/03/1446,
6,4,0.0,0.0,17/03/1446,
6,4,0.0,0.0,18/03/1446,
6,4,0.0,5.0,20/03/1446,
6,4,0.0,0.0,21/03/1446,
6,4,0.0,0.0,22/03/1446,
6,4,0.0,0.0,25/03/1446,
6,4,0.0,0.0,27/03/1446,
6,4,0.0,0.0,28/03/1446,
43,4,0.0,0.0,01/03/1446,
43,4,0.0,0.0,04/03/1446,
43,4,0.0,0.0,08/03/1446,
43,4,0.0,0.0,09/03/1446,
43,4,0.0,0.0,12/03/1446,
43,4,0.0,0.0,13/03/1446,
43,4,0.0,0.0,16/03/1446,
43,4,0.0,0.0,17/03/1446,
43,4,0.0,0.0,20/03/1446,
43,4,0.0,0.0,22/03/1446,
43,4,0.0,0.0,23/03/1446,
43,4,0.0,0.0,27/03/1446,
43,4,0.0,0.0,28/03/1446,
48,4,0.5,28.0,01/03/1446,
48,4,0.0,0.0,04/03/1446,
48,4,0.0,5.0,05/03/1446,
48,4,0.0,10.0,06/03/1446,
48,4,0.0,0.0,07/03/1446,
48,4,0.0,0.0,08/03/1446,
48,4,0.0,0.0,10/03/1446,
48,4,0.0,2.0,12/03/1446,
48,4,0.0,0.0,13/03/1446,
48,4,0.0,1.0,14/03/1446,
48,4,0.0,2.0,15/03/1446,
48,4,0.0,0.0,16/03/1446,
48,4,0.0,0.0,17/03/1446,
48,4,0.0,0.0,18/03/1446,
48,4,0.0,4.0,19/03/1446,
48,4,0.0,2.0,21/03/1446,
48,4,0.0,0.0,22/03/1446,
48,4,0.0,0.0,23/03/1446,
48,4,0.0,0.0,25/03/1446,
48,4,0.0,1.0,26/03/1446,
48,4,0.0,1.0,27/03/1446,
48,4,0.0,0.0,28/03/1446,
48,4,0.5,0.0,29/03/1446,
48,4,0.0,0.0,30/03/1446,
29,4,2.0,69.0,01/03/1446,
29,4,0.0,15.0,02/03/1446,
29,4,0.0,0.0,03/03/1446,
29,4,0.0,0.0,04/03/1446,
29,4,0.0,0.5,05/03/1446,
29,4,0.0,0.5,06/03/1446,
29,4,0.0,3.0,07/03/1446,
29,4,0.5,0.0,08/03/1446,
29,4,0.0,0.0,09/03/1446,
29,4,0.0,0.0,10/03/1446,
29,4,0.0,0.0,11/03/1446,
29,4,0.0,0.0,12/03/1446,
29,4,0.0,0.0,13/03/1446,
29,4,0.0,2.0,14/03/1446,
29,4,0.0,4.0,15/03/1446,
29,4,0.0,0.0,16/03/1446,
29,4,0.0,0.0,18/03/1446,
29,4,0.0,5.0,19/03/1446,
29,4,0.0,4.0,20/03/1446,
29,4,0.0,20.0,21/03/1446,
29,4,0.0,5.0,22/03/1446,
29,4,0.0,0.0,23/03/1446,
29,4,0.0,10.0,24/03/1446,
29,4,0.0,0.0,25/03/1446,
29,4,0.5,0.0,26/03/1446,
29,4,0.5,0.0,27/03/1446,
29,4,0.0,0.0,28/03/1446,
29,4,0.0,0.0,29/03/1446,
29,4,0.5,0.0,30/03/1446,
25,4,0.0,0.0,01/03/1446,
28,4,0.0,0.0,01/03/1446,
38,4,0.0,14.0,01/03/1446,
38,4,0.0,0.0,09/03/1446,
38,4,0.0,10.0,12/03/1446,
38,4,0.0,0.0,13/03/1446,
38,4,0.0,0.0,16/03/1446,
38,4,0.0,0.0,19/03/1446,
38,4,0.0,0.0,23/03/1446,
38,4,0.0,4.0,27/03/1446,
38,4,0.0,0.0,28/03/1446,
38,4,0.0,0.0,30/03/1446,
38,4,0.0,0.0,31/03/1446,
14,4,0.0,0.0,01/03/1446,
21,4,0.0,3.0,01/03/1446,
21,4,0.0,2.0,02/03/1446,
21,4,0.0,0.0,03/03/1446,
21,4,0.0,0.0,04/03/1446,
21,4,0.0,0.0,05/03/1446,
21,4,0.0,0.0,06/03/1446,
21,4,0.0,1.0,07/03/1446,
21,4,0.0,0.0,08/03/1446,
21,4,0.0,0.0,09/03/1446,
21,4,0.0,0.0,14/03/1446,
21,4,0.0,0.0,15/03/1446,
21,4,0.0,0.0,16/03/1446,
21,4,0.0,0.0,19/03/1446,
21,4,0.0,0.0,20/03/1446,
21,4,0.0,0.0,21/03/1446,
21,4,0.0,0.0,22/03/1446,
21,4,0.0,0.0,25/03/1446,
24,4,9.0,125.0,01/03/1446,
24,4,1.0,3.0,02/03/1446,
24,4,0.0,0.0,03/03/1446,
24,4,0.0,0.0,04/03/1446,
24,4,1.0,8.0,05/03/1446,
24,4,1.0,3.0,06/03/1446,
24,4,1.0,4.0,07/03/1446,
24,4,1.0,10.0,08/03/1446,
24,4,0.0,0.0,09/03/1446,
24,4,2.0,10.0,12/03/1446,
24,4,0.0,0.0,13/03/1446,
24,4,0.0,0.0,14/03/1446,
24,4,1.0,0.0,15/03/1446,
24,4,0.0,0.0,16/03/1446,
24,4,1.0,0.0,17/03/1446,
24,4,0.0,20.0,20/03/1446,
24,4,0.0,20.0,21/03/1446,
24,4,0.0,20.0,22/03/1446,
24,4,0.0,5.0,24/03/1446,
24,4,0.0,0.0,25/03/1446,
24,4,0.0,10.0,26/03/1446,
24,4,0.0,3.0,27/03/1446,
24,4,0.0,3.0,28/03/1446,
24,4,0.0,6.0,30/03/1446,
8,1,3.0,37.0,01/04/1446,
8,1,0.0,0.0,02/04/1446,
8,1,1.0,0.0,05/04/1446,
8,1,0.0,0.0,06/04/1446,
8,1,1.0,0.0,07/04/1446,
8,1,0.0,17.0,11/04/1446,
8,1,0.0,7.0,12/04/1446,
8,1,0.0,5.0,13/04/1446,
8,1,0.0,8.0,14/04/1446,
8,1,0.0,0.0,15/04/1446,
8,1,0.0,0.0,17/04/1446,
8,1,1.0,0.0,18/04/1446,
9,1,0.0,53.0,01/04/1446,
9,1,0.0,0.0,02/04/1446,
9,1,0.0,0.0,03/04/1446,
9,1,0.0,12.0,04/04/1446,
9,1,0.0,6.0,05/04/1446,
9,1,0.0,4.0,06/04/1446,
9,1,0.0,8.0,07/04/1446,
9,1,0.0,0.0,08/04/1446,
9,1,0.0,0.0,09/04/1446,
9,1,0.0,0.0,11/04/1446,
9,1,0.0,0.0,12/04/1446,
9,1,0.0,13.0,13/04/1446,
9,1,0.0,8.0,14/04/1446,
9,1,0.0,0.0,15/04/1446,
9,1,0.0,0.0,16/04/1446,
9,1,0.0,2.0,18/04/1446,
